,name,urlid,overall,capHit,pos,SPD,STR,AGI,ACC,AWR,CTH,JMP,STA,INJ,TAK,POW,PWM,FNM,BKS,PUR,PRC,MCV,ZCV,PRS,KPW,KAC,KR,TRK,ELU,BCV,SFA,SPM,JKM,CAR,RTE,CIT,SPC,RLS,THP,TAS,TAM,TAD,TOR,PAC,RBK,PBK,IMP,fights_for_extra_yards,possession_catches,aggressive_catches,rac_catches,sideline_catches,big_hitter,strips_ball,plays_ball_in_air,canAuction
5011,Tanner Purdum,1018010530,62,11,TE,60,71,55,63,51,54,50,66,84,46,48,19,19,45,49,25,23,33,31,23,23,16,53,34,45,56,41,42,60,46,51,39,64,20,25,22,19,25,20,57,64,67,No,No,No,No,No,,,,True
5012,Max McCaffrey,1018017963,62,19,WR,84,58,80,86,34,51,80,79,79,30,20,19,19,39,31,34,21,26,19,24,25,52,47,47,52,43,51,50,44,49,51,50,52,24,24,22,19,25,20,36,31,37,No,No,No,Yes,Yes,,,,True
5013,Robby Anderson,1018017960,62,20,WR,87,52,82,84,47,50,80,80,72,23,18,17,17,25,30,25,23,25,17,18,18,43,29,48,49,34,47,49,45,49,49,50,50,26,23,21,18,24,19,42,28,32,No,Yes,Yes,Yes,Yes,,,,True
5014,Aziz Shittu,1018018002,62,11,DT,53,81,55,74,36,29,66,66,78,56,57,56,51,56,56,36,22,27,18,21,21,16,29,20,22,26,21,20,35,18,19,20,24,25,17,18,17,21,18,36,36,56,,,,,,No,No,,True
5015,James Winchester,1018002725,62,15,TE,79,64,74,82,50,56,82,65,68,42,45,24,26,41,52,30,24,30,30,30,29,19,36,38,42,40,41,39,59,44,47,49,48,42,22,23,22,26,23,50,53,56,No,No,No,No,No,,,,True
5016,Marqueston Huff,1018002132,62,13,FS,83,56,79,85,50,47,80,83,87,50,50,43,48,50,57,50,49,50,55,28,27,34,40,50,49,43,50,50,50,24,43,43,28,30,21,22,21,25,22,40,40,47,,,,,,No,No,Conservative,True
5017,Eric Pinkins,1018002126,62,17,SS,82,65,75,80,45,45,85,78,84,53,56,45,39,46,59,45,50,54,50,26,23,37,47,34,49,40,45,48,50,26,45,32,27,32,26,23,22,29,27,40,40,52,,,,,,No,No,Conservative,True
5018,Adairius Barnes,1018012417,62,14,CB,81,52,85,85,45,48,87,82,80,45,48,39,40,44,51,45,52,51,49,30,29,49,41,48,48,40,52,53,44,41,45,48,39,31,27,28,27,30,28,33,32,42,,,,,,Yes,Yes,Aggressive,True
5019,Ronald Martin Jr,1018002827,62,13,FS,79,56,76,83,48,47,81,81,78,53,56,48,48,53,53,48,48,53,53,30,26,46,39,43,44,45,46,50,43,27,38,38,32,29,22,23,22,24,23,39,39,51,,,,,,Yes,No,Conservative,True
5020,Josh Harris,1018011807,62,11,TE,71,61,75,80,53,47,74,71,87,46,47,16,16,39,16,37,25,24,20,26,19,16,47,34,51,47,40,37,59,43,53,48,21,27,19,20,19,22,20,54,59,59,No,No,No,No,No,,,,True
5021,Josh Boyce,1018000792,62,17,WR,85,64,83,83,38,49,79,81,82,31,19,18,18,32,28,23,19,31,20,28,28,41,48,45,50,40,53,53,49,43,52,53,53,33,23,21,18,24,19,40,32,37,Yes,No,No,No,No,,,,True
5022,Justin Murray,1018017923,62,10,RT,71,69,67,80,40,39,66,76,79,38,24,28,21,37,30,24,19,21,17,26,25,17,24,21,17,23,17,17,55,21,28,21,40,30,16,17,16,20,17,59,62,62,,,,,,,,,True
5023,Channing Ward,1018012441,62,12,LE,74,73,66,78,44,44,71,74,79,57,58,55,57,56,57,44,32,36,39,30,26,35,47,38,43,44,37,43,44,44,45,45,45,31,21,22,21,24,22,45,45,59,,,,,,No,No,,True
5024,Darius Kilgo,1018002624,62,11,DT,61,86,65,72,43,32,65,64,80,55,54,53,40,56,56,43,25,28,19,28,28,19,37,20,30,28,26,25,40,20,22,22,31,24,20,21,20,23,21,40,40,56,,,,,,No,No,,True
5025,Terron Ward,1018002821,62,16,HB,81,66,77,83,47,45,75,83,81,26,20,20,20,25,25,22,20,25,20,22,20,51,58,53,53,46,50,55,51,40,43,44,34,32,30,31,25,26,23,32,35,29,No,No,No,No,No,,,,True
5026,Justin Perillo,1018002373,62,13,TE,74,67,71,80,47,56,74,73,82,38,27,20,20,39,47,22,21,21,27,22,22,38,48,37,48,48,50,48,52,47,52,54,53,27,23,23,20,24,21,50,50,47,No,No,No,No,Yes,,,,True
5027,Kevin Graf,1018002342,62,10,LT,66,79,50,77,44,21,63,69,84,38,31,39,35,21,27,20,11,18,14,25,18,14,18,14,14,14,14,14,35,18,18,18,20,28,13,14,13,17,14,59,57,62,,,,,,,,,True
5028,Lawrence Thomas,1018012447,62,12,LE,67,77,67,77,48,38,78,76,79,57,62,48,57,58,58,48,25,32,29,22,22,20,48,32,34,42,30,36,44,30,41,45,38,22,20,21,20,22,21,41,41,58,,,,,,Yes,No,,True
5029,Zane Beadles,1018009815,62,10,LG,56,77,51,66,62,22,11,71,85,24,18,12,12,17,33,14,16,15,12,20,19,12,12,16,12,12,12,12,22,15,15,15,18,28,12,12,12,15,12,55,55,63,,,,,,,,,True
5030,Deji Olatoye,1018002875,62,16,CB,84,60,78,84,46,42,81,79,82,44,42,38,42,39,50,46,53,53,51,33,31,36,31,42,42,31,46,49,46,27,35,36,31,30,25,26,25,29,26,41,41,42,,,,,,No,No,Conservative,True
5031,Patrick Scales,1018002882,62,13,TE,61,66,65,73,61,57,71,72,82,56,59,20,20,49,45,44,31,31,24,23,23,20,39,33,31,46,31,35,62,44,45,44,26,42,19,20,19,23,20,49,69,69,No,No,No,No,No,,,,True
5032,Chad Slade,1018002733,62,10,LG,64,76,49,70,48,39,73,69,83,35,20,13,13,20,27,16,13,16,13,24,24,13,20,13,13,27,13,13,39,16,16,16,20,27,12,13,12,15,13,62,58,55,,,,,,,,,True
5033,Marcus Gilbert,1010010660,62,10,RT,50,62,49,57,62,23,36,57,65,35,32,13,13,34,32,23,18,32,13,14,13,13,13,24,13,13,13,13,27,18,18,18,22,9,12,13,12,16,13,57,63,60,,,,,,,,,False
5034,De'Vante Bausby,1018012472,62,16,CB,81,52,81,85,46,49,82,81,79,46,46,38,39,41,52,46,50,55,51,26,29,49,38,51,50,44,50,54,44,44,46,45,42,34,26,27,26,30,27,41,35,42,,,,,,No,No,Aggressive,True
5035,Marcus Rush,1018012458,62,14,LOLB,77,68,77,82,46,45,77,76,80,59,59,51,59,53,59,46,46,52,40,24,26,24,46,41,43,44,38,41,43,24,41,38,26,30,22,23,22,24,23,42,42,59,,,,,,No,Yes,Balanced,True
5036,Alex Tanney,1018010821,62,12,QB,66,53,67,74,42,32,72,77,80,25,17,16,16,25,27,30,16,29,16,24,19,16,23,41,46,28,45,42,49,19,19,19,23,61,61,59,54,61,46,24,22,24,,,,,,,,,True
5037,Michael Tyson,1018012844,62,14,SS,80,61,81,82,48,45,77,78,84,55,56,40,45,53,61,48,49,53,49,23,21,34,45,40,48,41,48,48,49,22,40,39,26,32,20,21,20,23,21,40,40,48,,,,,,No,Yes,Conservative,True
5038,Martrell Spaight,1018002569,62,12,MLB,72,71,75,81,48,45,79,77,80,65,65,52,46,52,59,48,43,49,37,26,22,16,42,33,22,38,25,25,48,20,20,20,21,25,16,17,16,20,17,39,39,55,,,,,,Yes,No,Conservative,True
5039,T.J. Lang,1010020249,62,10,RG,50,60,48,63,62,21,29,58,64,39,37,19,19,28,37,33,13,16,14,25,23,14,14,22,14,14,14,14,36,14,14,16,19,25,13,14,13,17,14,56,64,61,,,,,,,,,False
5040,Cameron Wake,1010028807,62,11,LE,53,60,59,60,64,35,63,58,64,54,62,68,55,50,66,64,41,54,32,13,12,9,23,32,9,23,27,23,34,9,22,25,17,22,8,9,8,12,9,41,41,63,,,,,,Yes,Yes,,False
5041,Josh Sitton,1010028487,62,10,LG,46,62,44,60,62,35,38,61,60,27,23,13,13,23,23,18,15,18,13,27,27,13,23,15,13,32,13,13,35,18,18,18,22,32,12,13,12,16,13,58,62,60,,,,,,,,,False
5042,Tyler Bray,1018000276,62,12,QB,64,48,56,74,42,33,62,81,79,23,19,18,18,23,23,30,20,19,18,20,19,18,31,23,40,30,35,38,43,20,20,20,23,65,58,56,56,61,44,18,20,18,,,,,,,,,True
5043,Terrance Smith,1018017764,62,14,MLB,76,71,76,82,47,43,76,78,70,60,57,50,54,54,59,47,47,50,46,22,22,19,42,39,36,39,42,44,45,23,42,44,20,25,16,17,16,19,17,39,39,57,,,,,,No,No,Aggressive,True
5044,Josh Forrest,1018017761,62,14,MLB,74,59,79,78,48,49,75,78,83,54,64,51,56,58,63,48,45,53,48,18,16,16,34,36,39,39,37,45,48,20,39,36,30,19,16,17,16,20,17,29,23,54,,,,,,Yes,No,Conservative,True
5045,Jared Norris,1018017762,62,12,LOLB,75,70,78,81,44,45,70,80,82,62,59,51,54,58,59,44,54,59,51,24,28,17,44,33,24,27,17,48,33,20,20,44,25,21,16,17,16,19,17,41,41,61,,,,,,No,No,Balanced,True
5046,Lafayette Pitts,1018012489,62,16,CB,84,56,81,83,44,49,77,81,80,44,47,36,39,45,52,44,51,55,50,29,29,55,34,50,50,40,48,53,47,36,41,41,40,34,27,28,27,29,28,37,35,41,,,,,,No,No,Balanced,True
5047,Ryan Glasgow,1018012655,62,11,DT,62,80,47,70,54,27,71,72,79,57,58,52,39,59,56,54,18,22,17,20,18,12,31,20,18,25,18,22,24,15,16,17,21,22,14,15,14,18,15,29,22,55,,,,,,Yes,No,,True
5048,Caushaud Lyons,1018002791,62,12,LE,71,70,78,78,50,41,75,76,80,57,60,58,47,55,60,50,41,50,38,28,28,23,37,37,40,41,35,33,41,26,28,31,41,28,23,24,23,27,24,43,43,61,,,,,,No,No,,True
5049,Josh McNary,1018014980,62,12,ROLB,74,62,71,77,53,53,69,83,87,61,59,53,60,55,59,53,48,51,48,29,26,18,48,39,52,48,31,37,50,22,35,38,40,25,18,19,18,22,19,41,41,56,,,,,,No,No,Conservative,True
5050,Cornelius Edison,1018012491,62,10,RG,56,75,52,69,42,25,69,74,80,30,20,12,12,27,23,12,14,14,12,14,13,12,15,13,12,12,12,12,26,12,12,14,17,15,12,13,12,15,13,59,59,61,,,,,,,,,True
5051,Christopher Milton,1018012492,62,16,CB,86,45,77,84,46,49,79,81,84,50,51,36,41,46,55,46,49,55,50,34,32,53,40,50,49,40,50,52,47,39,45,41,44,35,27,28,27,31,28,35,35,44,,,,,,No,No,Balanced,True
5052,Tyler Ott,1018012498,62,13,TE,72,68,67,80,47,64,75,73,78,48,49,25,28,43,51,29,22,29,29,29,28,17,35,39,44,42,41,47,62,47,49,54,47,40,20,21,20,24,21,50,52,51,No,No,No,No,No,,,,True
5053,Javontee Herndon,1018002705,62,19,WR,85,64,85,84,40,50,78,77,81,25,19,18,18,33,28,23,20,25,22,28,28,50,32,53,53,33,52,55,43,50,46,52,52,33,23,22,19,24,20,32,31,34,No,No,No,Yes,Yes,,,,True
5054,Brian Mihalik,1018002681,62,10,RT,71,76,64,79,49,40,78,65,79,58,59,58,36,58,55,47,19,22,29,22,22,15,25,19,23,40,19,25,45,19,19,19,19,25,15,16,15,19,16,58,58,57,,,,,,,,,True
5055,Nathan Peterman,1018012612,62,12,QB,72,62,76,75,49,32,70,85,82,22,20,16,16,22,31,22,19,20,16,20,16,16,32,40,49,33,39,47,41,20,23,25,26,59,58,54,53,58,57,25,18,19,,,,,,,,,True
5056,Kristjan Sokoli,1018002685,62,13,RE,71,83,67,85,45,39,81,66,82,57,53,56,46,57,52,45,24,25,22,31,31,22,37,22,22,33,25,25,40,25,25,25,29,33,23,24,23,26,24,58,52,59,,,,,,No,No,,True
5057,Charley Hughlett,1018002769,62,13,TE,65,72,71,77,57,50,73,65,82,50,51,17,17,41,42,39,28,27,21,20,20,17,35,30,28,43,28,31,57,38,48,45,23,42,17,18,17,21,18,63,62,62,No,No,No,No,No,,,,True
5058,John Denney,1018029216,61,13,TE,61,71,57,59,79,58,38,73,82,61,60,62,49,61,66,60,17,22,17,30,20,14,34,45,14,27,14,14,54,47,52,48,21,24,17,17,17,20,17,52,63,60,No,No,No,No,No,,,,True
5059,Kenny Lawler,1018017599,61,17,WR,80,47,84,83,40,52,82,79,81,25,21,18,18,23,29,23,21,24,21,23,23,44,25,43,50,32,49,52,47,49,52,52,50,25,23,21,18,23,19,36,31,35,No,Yes,Yes,Yes,No,,,,True
5060,L.P. LaDouceur,1018029501,61,13,TE,62,69,58,61,76,60,57,71,80,46,57,60,44,59,63,56,20,28,25,31,23,16,35,45,35,26,25,25,54,44,46,39,23,41,20,21,20,23,21,54,68,55,No,No,No,No,No,,,,True
5061,Keavon Milton,1018014148,61,10,RT,67,61,75,80,48,58,70,72,84,48,51,54,45,48,57,36,28,33,17,33,29,17,59,49,56,57,54,54,57,50,60,57,65,28,23,20,16,23,17,60,59,60,,,,,,,,,True
5062,Lavon Hooks,1018018021,61,12,LE,57,67,65,70,49,34,61,71,80,62,61,58,50,61,61,49,26,29,22,29,29,22,39,22,31,29,27,26,42,22,24,24,33,26,22,22,22,24,22,42,42,61,,,,,,No,No,,True
5063,A.J. Hendy,1018012516,61,13,SS,80,57,79,83,48,50,85,78,80,50,48,45,48,47,53,48,50,54,57,23,23,50,47,53,50,49,53,56,48,43,49,47,46,23,22,23,22,24,23,43,39,48,,,,,,No,No,Aggressive,True
5064,Alex Balducci,1018012511,61,10,RG,68,75,48,80,41,28,70,73,81,55,50,42,55,51,49,41,22,27,13,19,19,12,28,18,19,22,14,24,23,16,21,17,19,23,12,13,12,15,13,59,57,58,,,,,,,,,True
5065,Joel Heath,1018017822,61,12,LE,66,76,64,76,52,36,73,75,81,55,55,55,51,55,55,52,20,21,20,27,27,20,34,20,27,34,20,20,46,23,23,23,27,27,20,21,20,24,21,41,41,62,,,,,,No,No,,True
5066,Connor Shaw,1018012377,61,12,QB,77,45,76,77,40,37,78,85,74,31,17,16,16,24,33,25,17,17,16,24,21,16,34,42,56,36,53,56,51,18,21,22,22,56,56,56,52,60,54,24,24,21,,,,,,,,,True
5067,Ethan Pocic,1018012644,61,10,RT,63,79,67,67,52,29,62,79,81,30,33,16,16,28,26,28,18,18,16,18,18,16,29,21,20,26,20,21,26,23,19,21,22,24,17,18,17,21,18,57,54,59,,,,,,,,,True
5068,Corn Elder,1018012709,61,13,CB,81,46,81,84,49,49,82,85,79,45,39,31,38,35,52,49,49,54,46,31,31,56,35,53,55,31,55,56,44,39,42,47,35,35,24,25,24,28,25,39,39,39,,,,,,No,No,Balanced,True
5069,Andy Mulumba,1018014260,61,14,LOLB,72,68,67,81,51,45,82,73,80,57,59,53,63,52,62,51,44,51,25,28,23,13,34,21,30,30,30,38,34,20,17,25,42,13,13,14,13,17,14,38,38,53,,,,,,No,No,Conservative,True
5070,Demontre Hurst,1018002294,61,14,CB,82,44,80,85,49,44,82,78,84,42,36,34,39,36,50,49,52,53,46,30,30,44,31,51,48,31,51,53,46,35,37,36,37,34,25,26,25,29,26,40,40,44,,,,,,No,Yes,Conservative,True
5071,Rannell Hall,1018002471,61,17,WR,81,62,81,85,38,47,86,78,77,24,19,17,17,29,30,22,20,30,20,27,27,51,36,52,52,39,54,52,38,45,52,52,45,30,22,21,18,23,19,38,27,37,No,Yes,No,Yes,Yes,,,,True
5072,Mario Alford,1018002469,61,17,WR,86,59,87,85,42,52,78,79,83,32,22,20,20,29,34,27,20,27,22,24,23,53,30,57,54,32,57,53,42,41,50,47,45,38,24,23,20,25,20,34,27,35,No,No,No,Yes,Yes,,,,True
5073,Nelson Spruce,1018017632,61,16,WR,80,48,80,82,39,51,78,79,78,33,28,19,19,30,32,24,22,25,22,25,24,44,39,51,47,41,49,51,44,50,51,51,51,31,24,22,19,24,20,39,37,39,Yes,Yes,No,Yes,Yes,,,,True
5074,David Moore,1018012859,61,16,WR,86,70,79,84,34,53,82,88,91,21,18,6,6,21,23,16,11,16,21,21,16,39,36,47,50,47,40,49,47,40,51,54,48,23,19,16,9,14,9,34,30,34,Yes,No,Yes,Yes,Yes,,,,True
5075,Leon McQuay III,1018012856,61,13,SS,77,57,78,83,49,56,76,79,85,51,49,47,49,47,62,49,49,51,57,25,22,34,47,49,49,34,47,50,50,23,49,49,27,32,21,22,21,24,22,41,41,47,,,,,,No,Yes,Conservative,True
5076,Johnathan Ford,1018012693,61,12,SS,79,72,76,81,50,47,78,82,83,54,53,31,38,49,52,50,50,50,50,24,22,55,34,50,51,31,44,48,44,23,40,39,31,28,17,17,17,20,17,36,36,45,,,,,,Yes,No,Balanced,True
5077,Uzoma Nwachukwu,1018002267,61,16,WR,82,68,76,86,41,51,85,79,84,35,21,18,18,40,37,22,21,21,21,23,23,31,37,57,54,37,55,56,46,41,46,49,56,27,22,21,18,23,19,36,33,35,No,No,No,No,No,,,,True
5078,Mose Frazier,1018017917,61,16,WR,81,59,84,81,35,52,81,76,77,24,20,19,19,25,31,25,24,31,22,25,26,52,32,52,52,35,52,58,49,48,52,52,43,29,28,26,25,31,20,28,28,33,Yes,Yes,No,Yes,Yes,,,,True
5079,Alex Redmond,1018017775,61,10,RG,60,80,66,73,43,35,63,68,70,26,19,12,12,19,26,43,13,16,12,23,23,12,19,13,12,26,12,12,39,16,16,16,19,26,11,12,11,15,12,56,57,57,,,,,,,,,True
5080,Fahn Cooper,1018017793,61,10,LT,63,72,47,74,49,20,58,78,81,30,28,21,14,29,24,18,12,14,10,20,19,10,20,14,10,17,10,10,31,14,21,14,36,25,9,10,9,13,10,58,57,62,,,,,,,,,True
5081,Peyton Barber,1018017612,61,14,HB,80,68,74,83,42,42,72,77,80,32,25,21,21,28,35,24,21,24,23,25,24,42,52,50,51,50,50,50,51,39,42,43,46,30,30,28,24,25,23,36,41,36,Yes,No,No,No,No,,,,True
5082,Joe Cardona,1018002605,61,11,TE,69,79,66,78,47,53,76,66,83,43,57,17,17,41,37,29,22,30,30,18,21,17,32,22,37,45,30,30,64,37,45,45,46,37,20,21,20,24,21,47,64,64,No,No,No,No,No,,,,True
5083,Chad Kelly,1018012679,61,14,QB,75,60,66,79,42,20,64,94,86,22,19,7,8,18,22,14,8,12,8,14,14,7,34,36,50,29,26,39,44,19,17,15,13,64,57,54,49,57,54,21,12,22,,,,,,,,,True
5084,Earl Okine,1018002814,61,12,RE,61,71,68,77,50,33,66,73,79,58,62,58,44,58,58,50,29,41,21,31,29,21,24,21,21,21,21,21,37,21,21,21,25,27,21,21,21,24,21,42,42,62,,,,,,No,Yes,,True
5085,Nick Dzubnar,1018002810,61,12,MLB,77,67,64,77,53,41,63,82,79,65,54,45,46,50,57,53,45,54,32,19,22,19,40,33,42,39,36,38,39,15,26,25,22,26,15,16,15,19,16,39,39,58,,,,,,No,Yes,Balanced,True
5086,Graham Glasgow,1018017700,61,10,LG,64,78,52,77,55,18,64,78,81,24,26,13,14,22,26,17,13,14,10,18,18,11,23,14,17,15,12,17,23,14,14,14,18,20,11,12,11,15,12,55,55,57,,,,,,,,,True
5087,L.T. Walton,1018002622,61,11,RE,58,79,53,74,55,35,70,66,83,58,58,57,42,57,58,55,21,28,21,28,28,19,30,28,21,34,19,19,41,19,21,21,24,28,19,20,19,22,20,56,49,58,,,,,,No,No,,True
5088,Jeremy Cash,1018017660,61,18,ROLB,81,66,77,80,47,47,78,79,76,59,63,47,49,53,57,47,43,48,47,24,22,37,39,48,48,41,41,41,41,23,38,44,29,28,23,20,19,27,24,38,38,52,,,,,,Yes,Yes,Aggressive,True
5089,Jordan Gay,1018002290,61,10,K,62,35,60,59,21,25,58,75,82,10,8,5,5,8,9,10,5,8,5,61,60,5,5,12,5,5,5,5,29,5,5,6,9,27,27,27,19,26,10,16,16,16,,,,,,,,,True
5090,Frankie Hammond,1018002277,61,17,WR,84,48,85,87,46,50,77,78,84,27,20,19,19,32,32,24,22,32,22,30,30,52,32,51,53,33,53,55,46,48,48,50,43,32,24,23,19,25,20,33,32,36,No,No,No,No,Yes,,,,True
5091,Derrick Jones,1018012850,61,14,CB,81,52,81,85,47,48,82,81,79,43,45,37,38,39,50,47,49,52,49,25,26,48,36,49,49,41,49,52,43,42,44,43,40,31,25,26,25,27,26,38,33,40,,,,,,No,No,Aggressive,True
5092,Pat O'Connor,1018012872,61,12,LE,65,68,69,79,48,41,84,75,75,60,59,58,48,58,56,48,30,33,22,25,30,21,46,24,34,21,21,21,39,21,24,24,27,30,21,22,21,24,22,42,42,63,,,,,,No,No,,True
5093,Jace Billingsley,1018012515,61,16,WR,84,62,81,86,39,51,78,79,79,37,37,23,28,35,34,26,29,32,29,21,21,51,44,52,51,45,51,52,47,45,51,49,45,44,43,40,38,49,37,37,32,37,Yes,Yes,No,Yes,No,,,,True
5094,Lavar Edwards,1018011924,61,12,LE,72,66,67,81,53,41,75,66,87,58,54,60,44,55,64,53,46,34,27,23,27,20,33,20,27,20,20,20,42,23,31,27,26,24,20,21,20,24,21,41,41,55,,,,,,No,No,,True
5095,Austin Shepherd,1018002659,61,10,LG,59,73,47,75,51,30,72,73,84,32,25,12,12,26,30,24,12,18,12,15,13,12,23,15,12,12,12,12,34,15,15,15,19,27,11,12,11,14,12,57,59,55,,,,,,,,,True
5096,Seantavius Jones,1018002668,61,19,WR,82,53,79,84,46,52,83,76,80,25,20,18,18,29,34,25,20,25,20,23,23,44,35,44,52,36,52,52,50,40,52,56,48,35,33,33,30,32,29,34,30,37,No,Yes,Yes,No,No,,,,True
5097,Bryan Witzmann,1018002734,61,10,LT,63,74,50,77,51,35,68,69,86,25,20,12,12,24,20,20,12,16,12,19,19,12,16,12,12,12,12,12,35,30,27,27,23,21,11,12,11,15,12,61,56,52,,,,,,,,,True
5098,Morgan Cox,1018010551,61,12,TE,62,61,60,73,70,58,42,66,82,64,60,60,55,63,62,39,21,26,21,33,24,17,37,45,28,30,17,17,65,47,47,45,25,28,19,20,19,23,20,53,68,55,No,No,No,No,No,,,,True
5099,Nick Sundberg,1018010555,61,10,C,64,63,65,66,58,38,38,66,77,45,42,13,13,24,43,25,17,15,13,18,23,13,13,24,13,13,13,13,31,13,13,15,19,36,13,14,13,17,14,58,58,67,,,,,,,,,True
5100,Don Muhlbach,1018010534,61,11,TE,59,74,55,61,75,50,43,68,84,52,61,16,16,46,31,40,25,24,19,26,19,16,48,27,44,56,40,40,65,44,47,40,21,27,19,19,19,22,19,60,53,71,No,No,No,No,No,,,,True
5101,J.J. Jansen,1018010539,61,10,TE,57,68,60,64,72,60,36,72,84,52,50,16,16,43,60,28,20,18,16,21,24,16,16,26,16,16,16,16,61,46,51,45,45,39,15,16,15,19,16,58,67,66,No,No,No,No,No,,,,True
5102,Neiko Thorpe,1018011704,61,16,CB,84,38,81,83,45,45,84,80,84,45,37,33,40,41,52,45,52,51,51,28,27,37,28,41,45,26,51,49,48,31,30,37,35,29,27,27,27,29,27,41,41,42,,,,,,No,No,Balanced,True
5103,Peyton Thompson,1018011761,61,12,FS,82,48,81,83,51,54,81,76,82,45,36,32,33,45,50,51,55,54,50,26,26,47,30,55,44,30,52,56,51,29,45,51,35,35,24,25,24,27,25,42,42,49,,,,,,No,No,Conservative,True
5104,Rick Lovato,1018002898,61,10,TE,60,69,66,76,57,63,55,74,84,48,57,29,23,46,43,20,29,26,18,19,21,18,26,19,22,22,18,18,60,47,45,46,46,18,21,22,21,25,22,51,66,63,No,No,No,No,No,,,,True
5105,Kenneth Farrow,1018017981,61,14,HB,80,69,76,82,38,43,83,77,80,31,24,19,19,27,34,24,20,24,22,24,24,43,49,49,47,49,52,52,51,40,43,43,46,30,29,27,24,24,22,37,42,38,Yes,No,No,No,No,,,,True
5106,Jake Lampman,1018017957,61,14,WR,80,53,80,83,34,52,67,79,79,28,23,20,20,37,37,24,20,23,23,51,50,47,47,53,59,47,57,55,46,50,52,51,52,28,25,23,20,26,21,45,23,37,Yes,Yes,No,Yes,Yes,,,,True
5107,Shalom Luani,1018012826,61,13,SS,84,61,81,83,46,51,79,83,73,43,50,30,36,39,51,46,53,57,49,29,29,38,37,50,46,36,56,57,50,39,35,42,37,35,19,20,19,22,20,39,39,45,,,,,,No,No,Conservative,True
5108,Destiny Vaeao,1018018008,61,11,DT,60,78,55,73,44,30,64,66,78,56,54,56,48,54,54,44,23,27,20,22,22,18,29,21,23,27,22,22,37,20,20,22,25,26,19,20,19,22,20,39,39,58,,,,,,No,No,,True
5109,Jermaine Whitehead,1018012474,61,12,FS,83,53,81,83,45,48,81,79,81,45,44,37,40,42,53,45,53,54,54,26,26,39,36,53,53,45,53,54,45,40,45,45,46,32,23,24,23,27,24,38,33,46,,,,,,No,No,Aggressive,True
5110,Aaron Brewer,1018011836,61,15,TE,66,65,59,78,62,51,67,75,84,51,50,48,36,54,56,36,32,36,30,20,20,18,48,36,39,51,40,36,48,45,43,40,23,21,18,19,18,21,19,53,65,62,No,No,No,No,No,,,,True
5111,James Burgess,1018017813,61,12,MLB,76,73,72,79,43,52,72,76,81,61,55,49,53,53,54,43,52,55,48,23,23,16,36,23,26,36,42,40,51,16,33,43,21,26,16,17,16,19,17,39,39,55,,,,,,No,No,Balanced,True
5112,Garrett Gilbert,1018002103,61,12,QB,71,54,66,77,37,24,67,82,76,24,16,15,15,19,29,22,15,21,15,23,18,15,29,29,50,27,41,43,44,18,18,18,22,60,60,55,52,60,50,15,15,15,,,,,,,,,True
5113,Justin Senior,1018012742,61,10,LT,52,79,50,69,43,21,55,81,89,26,29,14,9,29,25,7,9,9,7,19,16,11,25,14,16,24,9,13,17,14,18,14,11,27,4,4,4,4,4,59,57,58,,,,,,,,,True
5114,Elijah Hood,1018012738,61,16,HB,82,73,77,85,38,43,72,88,88,24,27,7,7,18,24,12,10,17,14,10,7,45,58,40,53,57,53,55,54,40,42,38,36,20,24,21,14,10,10,26,31,30,Yes,No,No,No,No,,,,True
5115,Jamari Staples,1018012749,61,19,WR,76,47,73,78,55,53,77,76,80,27,23,19,19,30,37,27,23,27,23,25,25,47,37,47,53,38,53,53,52,43,53,60,51,37,35,35,33,34,30,37,33,34,No,Yes,Yes,No,No,,,,True
5116,Vontarrius Dora,1018017918,61,16,ROLB,66,70,68,77,48,43,71,76,81,68,65,61,57,62,64,48,35,43,30,30,30,11,38,43,43,49,27,35,30,14,14,18,19,30,14,15,14,17,15,43,43,66,,,,,,No,No,Balanced,True
5117,Nic Grigsby,1018012422,61,16,MLB,81,76,75,83,42,40,81,80,83,60,57,47,57,51,60,42,42,49,43,23,26,14,36,33,34,36,29,34,37,19,26,25,22,24,14,15,14,18,15,38,38,51,,,,,,No,Yes,Conservative,True
5118,Antonio Hamilton,1018012418,61,16,CB,84,49,81,85,43,46,82,83,79,45,46,31,36,37,53,43,50,52,49,31,31,55,41,52,52,41,52,54,50,35,41,44,39,33,27,28,27,31,28,34,31,42,,,,,,No,No,Conservative,True
5119,Cory Littleton,1018012423,61,13,MLB,75,64,75,81,45,44,74,74,78,56,55,55,59,54,61,45,47,54,42,23,28,15,34,32,23,27,15,39,38,17,17,17,25,20,15,16,15,17,16,32,32,56,,,,,,No,No,Balanced,True
5120,Jacob Flores,1018017932,61,10,C,60,71,55,75,35,27,59,72,81,30,19,10,11,22,26,16,10,12,7,17,17,8,17,12,11,13,9,10,32,11,12,12,17,20,8,9,8,12,9,62,62,57,,,,,,,,,True
5121,Blake Sims,1018002391,61,16,HB,81,54,74,80,44,50,71,77,72,35,19,17,17,27,34,23,22,27,21,23,22,21,43,60,66,52,62,65,53,36,40,45,35,68,60,59,64,68,60,30,29,34,No,No,No,No,No,,,,True
5122,Corey Levin,1018012763,61,10,RG,62,80,61,75,42,18,62,81,89,23,26,7,7,20,25,18,11,14,7,15,16,8,28,16,18,22,11,16,16,13,16,13,10,11,4,4,4,4,4,56,54,58,,,,,,,,,True
